Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00386241766623211,0.0824457625133602,-1.59777658983604E-16,0,0,0,11.5661876561443,0.359530564477518,-0.00151449503727212,-9.37559681114183E-17,1.03987705241032,-1.37661101327705E-17,0.778582032202739,0,0,0,0,0,0,package://supplybot/meshes/base_link.STL,0.690196078431373,0.658823529411765,0.63921568627451,1,0,0,0,0,0,0,package://supplybot/meshes/base_link.STL,,Chassis1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Axle_F_R,-7.6866584874935E-08,0.0374568477321023,0.0123779121439643,0,0,0,0.0592485540841098,7.57876632175712E-05,-5.47886766683451E-11,1.54703037208171E-10,3.19180980648356E-05,1.64684878328572E-05,5.32929964107552E-05,0,0,0,0,0,0,package://supplybot/meshes/Axle_F_R.STL,0.690196078431373,0.658823529411765,0.63921568627451,1,0,0,0,0,0,0,package://supplybot/meshes/Axle_F_R.STL,,Front_Axle-1,Origin_Axle_F_R_Joint,Axis6,Axle_F_R_Joint,continuous,0.36,-0.2,0.025,1.5707963267949,0,0.00816600847730061,base_link,0,-1,0,,,,,,,,,,,,
Wheel_F_R,1.04083408558608E-17,5.55111512312578E-17,0.0210049906221988,0,0,0,0.2780204490179,0.000258640936212054,-4.33158297642221E-22,4.81121331485343E-20,0.000258640936212053,1.07996700774923E-20,0.000459707386538612,0,0,0,0,0,0,package://supplybot/meshes/Wheel_F_R.STL,1,1,1,1,0,0,0,0,0,0,package://supplybot/meshes/Wheel_F_R.STL,,wheel-2,Origin_Wheel_F_R_Joint,Axis2,Wheel_F_R_Joint,continuous,0,0.015,0.0190789108517226,0,0,1.59659123567033,Axle_F_R,0,0,1,,,,,,,,,,,,
Axle_F_L,-7.68665847639127E-08,0.0374568477321022,0.0123779121439643,0,0,0,0.0592485540841093,7.57876632175715E-05,-5.4788676632333E-11,1.54703037136212E-10,3.19180980648358E-05,1.64684878328573E-05,5.32929964107553E-05,0,0,0,0,0,0,package://supplybot/meshes/Axle_F_L.STL,0.690196078431373,0.658823529411765,0.63921568627451,1,0,0,0,0,0,0,package://supplybot/meshes/Axle_F_L.STL,,Front_Axle-2,Origin_Axle_F_L_Joint,Axis5,Axle_F_L_Joint,continuous,0.36,0.2,0.025,1.5707963267949,0,3.13848766824711,base_link,0,-1,0,,,,,,,,,,,,
Wheel_F_L,2.77555756156289E-16,1.04083408558608E-17,-0.0199157128899587,0,0,0,0.278020449017899,0.000258640936212053,4.17775969423003E-21,1.47807249295875E-19,0.000258640936212053,1.08274633460741E-19,0.000459707386538612,0,0,0,0,0,0,package://supplybot/meshes/Wheel_F_L.STL,1,1,1,1,0,0,0,0,0,0,package://supplybot/meshes/Wheel_F_L.STL,,wheel-4,Origin_Wheel_F_L_Joint,Axis3,Wheel_F_L_Joint,continuous,0,0.015,0.0200003856361195,-3.14159265358979,0,3.09866620889398,Axle_F_L,0,0,1,,,,,,,,,,,,
Wheel_R_R,0,6.93889390390723E-18,0.0200839014739214,0,0,0,0.278020449017899,0.000258640936212053,-1.44232257273874E-36,-2.73056552552915E-21,0.000258640936212053,-4.89024017041303E-36,0.000459707386538612,0,0,0,0,0,0,package://supplybot/meshes/Wheel_R_R.STL,1,1,1,1,0,0,0,0,0,0,package://supplybot/meshes/Wheel_R_R.STL,,wheel-1,Origin_Wheel_R_R_Joint,Axis1,Wheel_R_R_Joint,continuous,-0.35,-0.21,0.04,1.5707963267949,0,0,base_link,0,0,1,,,,,,,,,,,,
Wheel_R_L,5.55111512312578E-17,-6.93889390390723E-18,-0.0199160985260785,0,0,0,0.278020449017899,0.000258640936212053,9.45382773994814E-37,-2.73056552552915E-21,0.000258640936212053,3.00761249917421E-36,0.000459707386538612,0,0,0,0,0,0,package://supplybot/meshes/Wheel_R_L.STL,1,1,1,1,0,0,0,0,0,0,package://supplybot/meshes/Wheel_R_L.STL,,wheel-3,Origin_Wheel_R_L_Joint,Axis1,Wheel_R_L_Joint,continuous,-0.35,0.21,0.04,1.5707963267949,0,0,base_link,0,0,1,,,,,,,,,,,,
